address,price,beds,baths,area,zpid,id,detailUrl,marketingStatusSimplifiedCd,builderName,isUndisclosedAddress,isZillowOwned,beds_missing,baths_missing,area_missing,lotArea_acres,latitude,longitude,builderName_encoded,price_per_sq_ft,price_range
"2600 13th Rd S APT 392, Arlington, VA 22204",0.14696969696969697,2.0,2.0,0.08353846153846155,12103562,12103562,https://www.zillow.com/homedetails/2600-13th-Rd-S-APT-392-Arlington-VA-22204/12103562_zpid/,coming_soon,,0,0,0,0,0,0.0,38.85977,-77.08375,91,446.5930018416206,Low
"1541 N Carolina Ave NE, Washington, DC 20002",0.3484848484848485,3.0,4.0,0.19538461538461538,425748,425748,https://www.zillow.com/homedetails/1541-N-Carolina-Ave-NE-Washington-DC-20002/425748_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.892773,-76.98295,91,452.755905511811,High
"5348 29th St NW, Washington, DC 20015",0.3621212121212121,4.0,4.0,0.1606923076923077,458388,458388,https://www.zillow.com/homedetails/5348-29th-St-NW-Washington-DC-20015/458388_zpid/,coming_soon,,0,0,0,0,0,0.0,38.96019,-77.05902,91,572.0440402106271,High
"36 Channing St NW #A, Washington, DC 20001",0.12906060606060607,3.0,2.0,0.36923076923076925,344613704,344613704,https://www.zillow.com/homedetails/36-Channing-St-NW-A-Washington-DC-20001/344613704_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.92219,-77.01049,91,88.72916666666667,Low
"4100 W W St NW #411, Washington, DC 20007",0.0984848484848485,2.0,1.0,0.05592307692307692,351580057,351580057,https://www.zillow.com/homedetails/4100-W-W-St-NW-411-Washington-DC-20007/351580057_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.91934,-77.08196,91,447.0426409903714,Low
"2521-2521A Minnesota Ave SE, Washington, DC 20020",0.0787878787878788,3.0,2.0,0.07307692307692308,2061192388,2061192388,https://www.zillow.com/homedetails/2521-2521A-Minnesota-Ave-SE-Washington-DC-20020/2061192388_zpid/,new_construction,,0,0,0,0,0,0.0,38.8739,-76.9695,91,273.6842105263158,Low
"1126 Montello Ave NE, Washington, DC 20002",0.18181818181818182,3.0,2.0,0.16792307692307692,501112,501112,https://www.zillow.com/homedetails/1126-Montello-Ave-NE-Washington-DC-20002/501112_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.90352,-76.98989,91,274.85112230874944,Medium
"1722 Preston Rd, Alexandria, VA 22302",0.13484848484848486,2.0,1.0,0.07153846153846154,192143223,192143223,https://www.zillow.com/homedetails/1722-Preston-Rd-Alexandria-VA-22302/192143223_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.83568,-77.08254,91,478.494623655914,Low
"1679 Montello Ave NE, Washington, DC 20002",0.303,6.0,4.0,0.17507692307692307,88802823,88802823,https://www.zillow.com/homedetails/1679-Montello-Ave-NE-Washington-DC-20002/88802823_zpid/,coming_soon,,0,0,0,0,0,0.0,38.9088,-76.98572,91,439.32337434094904,Medium
"3217 6th St S, Arlington, VA 22204",0.26966666666666667,3.0,2.0,0.10830769230769231,12092790,12092790,https://www.zillow.com/homedetails/3217-6th-St-S-Arlington-VA-22204/12092790_zpid/,coming_soon,,0,0,0,0,0,0.0,38.867413,-77.09202,91,632.03125,Medium
"505 Kennedy St NW UNIT 202, Washington, DC 20011",0.03542424242424243,2.0,1.0,0.05492307692307692,2054239238,2054239238,https://www.zillow.com/homedetails/505-Kennedy-St-NW-UNIT-202-Washington-DC-20011/2054239238_zpid/,new_construction,Ril Estates Llc,0,0,0,0,0,0.0,38.95665,-77.0202,108,163.72549019607843,Low
"2415 20th St NW APT 27, Washington, DC 20009",0.22106060606060607,2.0,2.0,0.08730769230769231,462323,462323,https://www.zillow.com/homedetails/2415-20th-St-NW-APT-27-Washington-DC-20009/462323_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.92175,-77.04657,91,642.7312775330397,Medium
"2200 S Quincy St #1, Arlington, VA 22204",0.17727272727272728,3.0,3.0,0.11892307692307692,12102220,12102220,https://www.zillow.com/homedetails/2200-S-Quincy-St-1-Arlington-VA-22204/12102220_zpid/,coming_soon,,0,0,0,0,0,0.0,38.84747,-77.09331,91,378.3958602846054,Medium
"2007 O St NW APT 105, Washington, DC 20036",0.18151515151515152,2.0,1.0,0.06653846153846155,398084,398084,https://www.zillow.com/homedetails/2007-O-St-NW-APT-105-Washington-DC-20036/398084_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.90882,-77.04546,91,692.485549132948,Medium
"213 Webster St NW, Washington, DC 20011",0.21966666666666668,3.0,2.0,0.1576923076923077,487475,487475,https://www.zillow.com/homedetails/213-Webster-St-NW-Washington-DC-20011/487475_zpid/,coming_soon,,0,0,0,0,0,0.0,38.94452,-77.01485,91,353.609756097561,Medium
"1507 Queen St NE, Washington, DC 20002",0.15121212121212121,2.0,2.0,0.08553846153846154,501274,501274,https://www.zillow.com/homedetails/1507-Queen-St-NE-Washington-DC-20002/501274_zpid/,coming_soon,,0,0,0,0,0,0.0,38.90491,-76.98197,91,448.7410071942446,Low
"3842 9th Rd S, Arlington, VA 22204",0.12424242424242425,2.0,2.0,0.08384615384615385,12092123,12092123,https://www.zillow.com/homedetails/3842-9th-Rd-S-Arlington-VA-22204/12092123_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.86022,-77.09693,91,376.1467889908257,Low
"1008 Euclid St NW, Washington, DC 20001",0.2878787878787879,3.0,4.0,0.15392307692307694,473918,473918,https://www.zillow.com/homedetails/1008-Euclid-St-NW-Washington-DC-20001/473918_zpid/,coming_soon,,0,0,0,0,0,0.0,38.92371,-77.02595,91,474.7626186906547,Medium
"1332 Newton St NE, Washington, DC 20017",0.3793939393939394,5.0,4.0,0.21846153846153846,498592,498592,https://www.zillow.com/homedetails/1332-Newton-St-NE-Washington-DC-20017/498592_zpid/,coming_soon,,0,0,0,0,0,0.0,38.93391,-76.98775,91,440.84507042253523,High
"1216 W St NW, Washington, DC 20009",0.3257575757575758,3.0,3.0,0.12853846153846155,54654570,54654570,https://www.zillow.com/homedetails/1216-W-St-NW-Washington-DC-20009/54654570_zpid/,coming_soon,,0,0,0,0,0,0.0,38.91902,-77.02891,91,643.3273488928785,High
"9 Auburn Ct APT C, Alexandria, VA 22305",0.10906060606060607,2.0,1.0,0.06153846153846154,12046218,12046218,https://www.zillow.com/homedetails/9-Auburn-Ct-APT-C-Alexandria-VA-22305/12046218_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.83402,-77.05619,91,449.875,Low
"241 14th Pl NE, Washington, DC 20002",0.21966666666666668,2.0,2.0,0.07538461538461538,424905,424905,https://www.zillow.com/homedetails/241-14th-Pl-NE-Washington-DC-20002/424905_zpid/,coming_soon,,0,0,0,0,0,0.0,38.89306,-76.98431,91,739.6938775510204,Medium
"3464 23rd St SE, Washington, DC 20020",0.05303030303030303,2.0,1.0,0.07876923076923077,526551,526551,https://www.zillow.com/homedetails/3464-23rd-St-SE-Washington-DC-20020/526551_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.84588,-76.97144,91,170.8984375,Low
"18 Quincy Pl NE, Washington, DC 20002",0.37848484848484854,4.0,4.0,0.18946153846153846,490527,490527,https://www.zillow.com/homedetails/18-Quincy-Pl-NE-Washington-DC-20002/490527_zpid/,coming_soon,,0,0,0,0,0,0.0,38.91204,-77.00807,91,507.1051563134389,High
"1402 Ray Rd, Hyattsville, MD 20782",0.11515151515151516,4.0,3.0,0.12584615384615386,37519520,37519520,https://www.zillow.com/homedetails/1402-Ray-Rd-Hyattsville-MD-20782/37519520_zpid/,coming_soon,,0,0,0,0,0,0.0,38.96272,-76.98037,91,232.27383863080684,Low
"143 1st St S, Washington, DC 20001",0.22421212121212122,3.0,3.0,0.13592307692307692,2054131931,2054131931,https://www.zillow.com/homedetails/143-1st-St-S-Washington-DC-20001/2054131931_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.88751,-77.01216,91,418.73231465761177,Medium
"1301 Delaware Ave SW APT N614, Washington, DC 20024",0.06060575757575758,2.0,2.0,0.06538461538461539,2084973390,2084973390,https://www.zillow.com/homedetails/1301-Delaware-Ave-SW-APT-N614-Washington-DC-20024/2084973390_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.8742,-77.01545,91,235.29294117647058,Low
"3018 12th St NE UNIT 1, Washington, DC 20017",0.10575757575757576,2.0,2.0,0.05692307692307692,311112016,311112016,https://www.zillow.com/homedetails/3018-12th-St-NE-UNIT-1-Washington-DC-20017/311112016_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.92814,-76.99084,91,471.6216216216216,Low
"88 V St SW APT 807, Washington, DC 20024",0.2606060606060606,1.0,2.0,0.06792307692307692,334523428,334523428,https://www.zillow.com/homedetails/88-V-St-SW-APT-807-Washington-DC-20024/334523428_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.8645,-77.01182,91,973.9524348810872,Medium
"824 Otis Pl NW, Washington, DC 20010",0.32393939393939397,5.0,5.0,0.1803076923076923,474804,474804,https://www.zillow.com/homedetails/824-Otis-Pl-NW-Washington-DC-20010/474804_zpid/,coming_soon,,0,0,0,0,0,0.0,38.93392,-77.02516,91,456.0580204778157,High
"605 Acker Pl NE, Washington, DC 20002",0.28030303030303033,3.0,3.0,0.10461538461538462,417127,417127,https://www.zillow.com/homedetails/605-Acker-Pl-NE-Washington-DC-20002/417127_zpid/,coming_soon,,0,0,0,0,0,0.0,38.89662,-76.99799,91,680.1470588235294,Medium
"1015 Paper Mill Ct NW #1015, Washington, DC 20007",0.33303030303030307,3.0,3.0,0.08707692307692308,427636,427636,https://www.zillow.com/homedetails/1015-Paper-Mill-Ct-NW-1015-Washington-DC-20007/427636_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.90323,-77.06405,91,970.8480565371025,High
"1536 1st St NW, Washington, DC 20001",0.25742424242424244,3.0,2.0,0.15,412096,412096,https://www.zillow.com/homedetails/1536-1st-St-NW-Washington-DC-20001/412096_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.91071,-77.01239,91,435.64102564102564,Medium
"1422 Shepherd St NW #1, Washington, DC 20011",0.09845454545454546,2.0,2.0,0.077,334524066,334524066,https://www.zillow.com/homedetails/1422-Shepherd-St-NW-1-Washington-DC-20011/334524066_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.93954,-77.03383,91,324.57542457542456,Low
"969 S Rolfe St #2, Arlington, VA 22204",0.1817878787878788,3.0,3.0,0.12184615384615385,12093924,12093924,https://www.zillow.com/homedetails/969-S-Rolfe-St-2-Arlington-VA-22204/12093924_zpid/,coming_soon,,0,0,0,0,0,0.0,38.865795,-77.07541,91,378.72474747474746,Medium
"2123 California St NW APT C6, Washington, DC 20008",0.20454545454545456,3.0,2.0,0.09023076923076924,460838,460838,https://www.zillow.com/homedetails/2123-California-St-NW-APT-C6-Washington-DC-20008/460838_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.9168,-77.04786,91,575.4475703324808,Medium
"2750 14th St NW APT 302, Washington, DC 20009",0.12828303030303032,2.0,1.0,0.07923076923076923,71740711,71740711,https://www.zillow.com/homedetails/2750-14th-St-NW-APT-302-Washington-DC-20009/71740711_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.92524,-77.03265,91,411.00388349514566,Low
"379 O St SW #T, Washington, DC 20024",0.16663636363636364,3.0,2.0,0.1263846153846154,347688758,347688758,https://www.zillow.com/homedetails/379-O-St-SW-T-Washington-DC-20024/347688758_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.87355,-77.016685,91,334.6926354230067,Medium
"2181 S Glebe Rd, Arlington, VA 22204",0.3257575757575758,4.0,4.0,0.24215384615384616,59701754,59701754,https://www.zillow.com/homedetails/2181-S-Glebe-Rd-Arlington-VA-22204/59701754_zpid/,coming_soon,,0,0,0,0,0,0.0,38.85057,-77.08343,91,341.4866581956798,High
"2501 M St NW APT 705, Washington, DC 20037",0.5136363636363637,2.0,3.0,0.11807692307692308,394122,394122,https://www.zillow.com/homedetails/2501-M-St-NW-APT-705-Washington-DC-20037/394122_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.90555,-77.05386,91,1104.2345276872963,High
"700 Maury Ave, Oxon Hill, MD 20745",0.12120909090909092,4.0,3.0,0.191,37456117,37456117,https://www.zillow.com/homedetails/700-Maury-Ave-Oxon-Hill-MD-20745/37456117_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.82331,-76.99793,91,161.0914216673379,Low
"103 E Oxford Ave, Alexandria, VA 22301",0.2651515151515152,3.0,2.0,0.101,192127399,192127399,https://www.zillow.com/homedetails/103-E-Oxford-Ave-Alexandria-VA-22301/192127399_zpid/,coming_soon,,0,0,0,0,0,0.0,38.82666,-77.05997,91,666.4127951256664,Medium
"1657 Gales NE #1, Washington, DC 20002",0.14766666666666667,3.0,3.0,0.09230769230769231,350111775,350111775,https://www.zillow.com/homedetails/1657-Gales-NE-1-Washington-DC-20002/350111775_zpid/,new_construction,,0,0,0,0,0,0.0,38.898136,-76.98016,91,406.0833333333333,Low
"1217 N St NW #PENTHOUSE, Washington, DC 20005",0.4166666666666667,3.0,2.0,0.13092307692307692,351057859,351057859,https://www.zillow.com/homedetails/1217-N-St-NW-PENTHOUSE-Washington-DC-20005/351057859_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.907375,-77.02892,91,807.8730904817861,High
"1840 Biltmore St NW APT 33, Washington, DC 20009",0.1784848484848485,2.0,1.0,0.09730769230769232,2096492176,2096492176,https://www.zillow.com/homedetails/1840-Biltmore-St-NW-APT-33-Washington-DC-20009/2096492176_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.922,-77.04444,91,465.6126482213439,Medium
"1600 N Oak St APT 125, Arlington, VA 22209",0.18181818181818182,2.0,2.0,0.0926923076923077,12081659,12081659,https://www.zillow.com/homedetails/1600-N-Oak-St-APT-125-Arlington-VA-22209/12081659_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.8932,-77.07378,91,497.9253112033195,Medium
"1358 Valley Pl SE, Washington, DC 20020",0.1817878787878788,3.0,3.0,0.10492307692307692,525425,525425,https://www.zillow.com/homedetails/1358-Valley-Pl-SE-Washington-DC-20020/525425_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.86272,-76.9868,91,439.8093841642229,Medium
"4703 Banner St, Hyattsville, MD 20781",0.14515151515151517,3.0,2.0,0.11015384615384616,37516568,37516568,https://www.zillow.com/homedetails/4703-Banner-St-Hyattsville-MD-20781/37516568_zpid/,coming_soon,,0,0,0,0,0,0.0,38.94772,-76.9476,91,334.4972067039106,Low
"908 Jackson Ave, Takoma Park, MD 20912",0.39242424242424245,6.0,4.0,0.2493846153846154,37340663,37340663,https://www.zillow.com/homedetails/908-Jackson-Ave-Takoma-Park-MD-20912/37340663_zpid/,coming_soon,,0,0,0,0,0,0.0,38.98488,-76.99501,91,399.44478716841456,High
"7175 12th St NW UNIT 414, Washington, DC 20012",0.09021212121212122,2.0,2.0,0.07507692307692308,346460277,346460277,https://www.zillow.com/homedetails/7175-12th-St-NW-UNIT-414-Washington-DC-20012/346460277_zpid/,new_construction,,0,0,0,0,0,0.0,38.976837,-77.02767,91,305.0204918032787,Low
"5602 36th Ave, Hyattsville, MD 20782",0.16363636363636364,4.0,2.0,0.13023076923076923,37515745,37515745,https://www.zillow.com/homedetails/5602-36th-Ave-Hyattsville-MD-20782/37515745_zpid/,coming_soon,,0,0,0,0,0,0.0,38.95551,-76.95799,91,318.96042528056705,Medium
"909 Larch Ave, Takoma Park, MD 20912",0.21151515151515152,3.0,2.0,0.12461538461538461,37340765,37340765,https://www.zillow.com/homedetails/909-Larch-Ave-Takoma-Park-MD-20912/37340765_zpid/,coming_soon,,0,0,0,0,0,0.0,38.97805,-76.99322,91,430.8641975308642,Medium
"6703 Queens Chapel Rd, University Park, MD 20782",0.33333333333333337,4.0,4.0,0.27815384615384614,37544606,37544606,https://www.zillow.com/homedetails/6703-Queens-Chapel-Rd-University-Park-MD-20782/37544606_zpid/,coming_soon,,0,0,0,0,0,0.0,38.97107,-76.94051,91,304.20353982300884,High
"2006 Fort Davis St SE APT 202, Washington, DC 20020",0.045454545454545456,1.0,1.0,0.048461538461538466,523617,523617,https://www.zillow.com/homedetails/2006-Fort-Davis-St-SE-APT-202-Washington-DC-20020/523617_zpid/,coming_soon,,0,0,0,0,0,0.0,38.86426,-76.94983,91,238.0952380952381,Low
"1623 Marion St NW, Washington, DC 20001",0.15121212121212121,3.0,1.0,0.11369230769230769,408742,408742,https://www.zillow.com/homedetails/1623-Marion-St-NW-Washington-DC-20001/408742_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.91187,-77.02073,91,337.61840324763193,Low
"5231 Watson St NW, Washington, DC 20016",0.42424242424242425,4.0,4.0,0.23846153846153847,437054,437054,https://www.zillow.com/homedetails/5231-Watson-St-NW-Washington-DC-20016/437054_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.93508,-77.10918,91,451.61290322580646,High
"5213 Worthington Dr, Bethesda, MD 20816",0.3481818181818182,3.0,4.0,0.14223076923076924,37175030,37175030,https://www.zillow.com/homedetails/5213-Worthington-Dr-Bethesda-MD-20816/37175030_zpid/,coming_soon,,0,0,0,0,0,0.0,38.95603,-77.10394,91,621.4169821525148,High
"4633 28th Rd S APT C, Arlington, VA 22206",0.12875757575757577,2.0,1.0,0.0673076923076923,12097367,12097367,https://www.zillow.com/homedetails/4633-28th-Rd-S-APT-C-Arlington-VA-22206/12097367_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.84356,-77.09958,91,485.6,Low
"4141 Henderson Rd #211, Arlington, VA 22203",0.17727272727272728,2.0,2.0,0.13092307692307692,12087728,12087728,https://www.zillow.com/homedetails/4141-Henderson-Rd-211-Arlington-VA-22203/12087728_zpid/,coming_soon,,0,0,0,0,0,0.0,38.87585,-77.10948,91,343.7132784958872,Medium
"5010 S Chesterfield Rd, Arlington, VA 22206",0.2726969696969697,4.0,3.0,0.14653846153846153,12096174,12096174,https://www.zillow.com/homedetails/5010-S-Chesterfield-Rd-Arlington-VA-22206/12096174_zpid/,coming_soon,,0,0,0,0,0,0.0,38.84502,-77.10862,91,472.3884514435696,Medium
"4709 Wilson Blvd, Arlington, VA 22203",0.27272727272727276,3.0,2.0,0.11307692307692307,12077594,12077594,https://www.zillow.com/homedetails/4709-Wilson-Blvd-Arlington-VA-22203/12077594_zpid/,coming_soon,,0,0,0,0,0,0.0,38.87904,-77.11843,91,612.2448979591836,Medium
"801 S Greenbrier St APT 413, Arlington, VA 22204",0.14393939393939395,2.0,2.0,0.1,68455675,68455675,https://www.zillow.com/homedetails/801-S-Greenbrier-St-APT-413-Arlington-VA-22204/68455675_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.85788,-77.119,91,365.38461538461536,Low
"5810 Massachusetts Ave, Bethesda, MD 20816",0.40906060606060607,4.0,5.0,0.2196923076923077,37176414,37176414,https://www.zillow.com/homedetails/5810-Massachusetts-Ave-Bethesda-MD-20816/37176414_zpid/,coming_soon,,0,0,0,0,0,0.0,38.961414,-77.1187,91,472.65406162464984,High
"4427 Bradley Ln, Chevy Chase, MD 20815",0.3015151515151515,3.0,3.0,0.11446153846153846,37173506,37173506,https://www.zillow.com/homedetails/4427-Bradley-Ln-Chevy-Chase-MD-20815/37173506_zpid/,coming_soon,,0,0,0,0,0,0.0,38.97735,-77.08918,91,668.6827956989247,Medium
"3815 28th Ave UNIT 17, Temple Hills, MD 20748",0.05151515151515152,2.0,1.0,0.05907692307692308,37388278,37388278,https://www.zillow.com/homedetails/3815-28th-Ave-UNIT-17-Temple-Hills-MD-20748/37388278_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.83722,-76.95005,91,221.35416666666666,Low
"3601 Dunlop St, Chevy Chase, MD 20815",0.39242424242424245,5.0,4.0,0.31153846153846154,37183884,37183884,https://www.zillow.com/homedetails/3601-Dunlop-St-Chevy-Chase-MD-20815/37183884_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.99021,-77.07182,91,319.75308641975306,High
"4313 Townsley Ave, Temple Hills, MD 20748",0.12420454545454546,3.0,2.0,0.084,37392583,37392583,https://www.zillow.com/homedetails/4313-Townsley-Ave-Temple-Hills-MD-20748/37392583_zpid/,coming_soon,,0,0,0,0,0,0.0,38.8295,-76.94114,91,375.3434065934066,Low
"1740 18th St NW APT T5, Washington, DC 20009",0.1572727272727273,2.0,2.0,0.06507692307692307,71721690,71721690,https://www.zillow.com/homedetails/1740-18th-St-NW-APT-T5-Washington-DC-20009/71721690_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.91377,-77.04201,91,613.4751773049645,Medium
"5106 Washington Pl NE #F-8, Washington, DC 20018",0.04212121212121212,2.0,1.0,0.06738461538461539,2054696058,2054696058,https://www.zillow.com/homedetails/5106-Washington-Pl-NE-F-8-Washington-DC-20018/2054696058_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.921032,-76.994156,91,158.675799086758,Low
"1625 Eckington Pl NE APT 512, Washington, DC 20002",0.09021212121212122,2.0,2.0,0.06946153846153846,338279599,338279599,https://www.zillow.com/homedetails/1625-Eckington-Pl-NE-APT-512-Washington-DC-20002/338279599_zpid/,new_construction,,0,0,0,0,0,0.0,38.91202,-77.00361,91,329.67884828349946,Low
"1429 Girard St NW #101, Washington, DC 20009",0.034771212121212126,2.0,1.0,0.07423076923076924,2053968963,2053968963,https://www.zillow.com/homedetails/1429-Girard-St-NW-101-Washington-DC-20009/2053968963_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.92561,-77.03377,91,118.90673575129534,Low
"3638 Duke St, Alexandria, VA 22304",0.22424242424242424,3.0,3.0,0.22861538461538464,192132936,192132936,https://www.zillow.com/homedetails/3638-Duke-St-Alexandria-VA-22304/192132936_zpid/,coming_soon,,0,0,0,0,0,0.0,38.80917,-77.09397,91,248.99057873485867,Medium
"259 Cameron Station Blvd #526, Alexandria, VA 22304",0.196969696969697,3.0,3.0,0.11315384615384616,350778079,350778079,https://www.zillow.com/homedetails/259-Cameron-Station-Blvd-526-Alexandria-VA-22304/350778079_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.80749,-77.11928,91,441.8762746430999,Medium
"4300 Duke St, Alexandria, VA 22304",0.1211818181818182,2.0,1.0,0.06646153846153846,192133207,192133207,https://www.zillow.com/homedetails/4300-Duke-St-Alexandria-VA-22304/192133207_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.811752,-77.10524,91,462.84722222222223,Low
"5400 4th St S, Arlington, VA 22204",0.21969696969696972,2.0,1.0,0.09553846153846154,12089253,12089253,https://www.zillow.com/homedetails/5400-4th-St-S-Arlington-VA-22204/12089253_zpid/,coming_soon,,0,0,0,0,0,0.0,38.86295,-77.12067,91,583.7359098228663,Medium
"132 Roberts Ln APT 102, Alexandria, VA 22314",0.09393939393939395,1.0,1.0,0.06484615384615385,192131619,192131619,https://www.zillow.com/homedetails/132-Roberts-Ln-APT-102-Alexandria-VA-22314/192131619_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.808323,-77.07077,91,367.73428232502965,Low
"914 52nd St NE, Washington, DC 20019",0.0984848484848485,3.0,2.0,0.08569230769230769,512603,512603,https://www.zillow.com/homedetails/914-52nd-St-NE-Washington-DC-20019/512603_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.9025,-76.92562,91,291.7414721723519,Low
"5611 Temple Hill Rd, Temple Hills, MD 20748",0.1893939393939394,5.0,3.0,0.13430769230769232,37454964,37454964,https://www.zillow.com/homedetails/5611-Temple-Hill-Rd-Temple-Hills-MD-20748/37454964_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.80586,-76.93515,91,357.9610538373425,Medium
"3225 Grace St NW APT 218, Washington, DC 20007",0.21166666666666667,2.0,2.0,0.07561538461538461,428243,428243,https://www.zillow.com/homedetails/3225-Grace-St-NW-APT-218-Washington-DC-20007/428243_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.90411,-77.06342,91,710.5798575788402,Medium
"8907 Sudbury Rd, Silver Spring, MD 20901",0.22393939393939397,3.0,3.0,0.1793846153846154,37280369,37280369,https://www.zillow.com/homedetails/8907-Sudbury-Rd-Silver-Spring-MD-20901/37280369_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,39.00247,-77.00356,91,316.89536878216126,Medium
"9104 Providence Ave, Silver Spring, MD 20901",0.18151515151515152,3.0,2.0,0.12684615384615386,37280397,37280397,https://www.zillow.com/homedetails/9104-Providence-Ave-Silver-Spring-MD-20901/37280397_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,39.00466,-77.0116,91,363.2504548211037,Medium
"514 Silver Spring Ave, Silver Spring, MD 20910",0.2302727272727273,4.0,4.0,0.1476923076923077,37278439,37278439,https://www.zillow.com/homedetails/514-Silver-Spring-Ave-Silver-Spring-MD-20910/37278439_zpid/,coming_soon,,0,0,0,0,0,0.0,38.99224,-77.01313,91,395.78125,Medium
"919 Langley Dr, Silver Spring, MD 20901",0.1817878787878788,4.0,3.0,0.131,37290059,37290059,https://www.zillow.com/homedetails/919-Langley-Dr-Silver-Spring-MD-20901/37290059_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,39.0025,-76.9917,91,352.2607163828538,Medium
"8215 Schrider St, Silver Spring, MD 20910",0.21060606060606063,6.0,3.0,0.3269230769230769,351566782,351566782,https://www.zillow.com/homedetails/8215-Schrider-St-Silver-Spring-MD-20910/351566782_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.9928,-77.01404,91,163.52941176470588,Medium
"6423 Earlham Dr, Bethesda, MD 20817",0.27121212121212124,4.0,3.0,0.18930769230769232,37183189,37183189,https://www.zillow.com/homedetails/6423-Earlham-Dr-Bethesda-MD-20817/37183189_zpid/,coming_soon,,0,0,0,0,0,0.0,39.01273,-77.13162,91,363.6733035351483,Medium
"2 Persimmon Ct, Bethesda, MD 20817",0.39057212121212126,4.0,3.0,0.17384615384615384,37189614,37189614,https://www.zillow.com/homedetails/2-Persimmon-Ct-Bethesda-MD-20817/37189614_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,38.97842,-77.16904,91,570.304424778761,High
"1 Hartman Ct, Potomac, MD 20854",0.5454545454545455,6.0,5.0,0.26076923076923075,37258771,37258771,https://www.zillow.com/homedetails/1-Hartman-Ct-Potomac-MD-20854/37258771_zpid/,coming_soon,,0,0,0,0,0,0.0,39.01933,-77.17447,91,530.9734513274336,High
"3457 Hewitt Ave #203, Silver Spring, MD 20906",0.09727272727272727,2.0,2.0,0.09107692307692308,37336622,37336622,https://www.zillow.com/homedetails/3457-Hewitt-Ave-203-Silver-Spring-MD-20906/37336622_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,39.07867,-77.06968,91,271.11486486486484,Low
"12117 Centerhill St, Silver Spring, MD 20902",0.11666666666666667,4.0,2.0,0.08876923076923077,37300365,37300365,https://www.zillow.com/homedetails/12117-Centerhill-St-Silver-Spring-MD-20902/37300365_zpid/,for_sale_by_agent,,0,0,0,0,0,0.0,39.05426,-77.06992,91,333.6221837088388,Low
"11105 Potomac Crest Dr, Potomac, MD 20854",0.33333333333333337,4.0,4.0,0.322,37269264,37269264,https://www.zillow.com/homedetails/11105-Potomac-Crest-Dr-Potomac-MD-20854/37269264_zpid/,coming_soon,,0,0,0,0,0,0.0,39.0376,-77.16018,91,262.78069756330626,High
